Temperature1,Temperature2,Pressure1,Pressure2,Temperature3,Temperature4,Pressure3,Pressure4,Temperature5,Temperature6,Pressure5,Pressure6
11,32,11,282,20,24,46,348,22,21,18,506
10,27,10,315,18,20,50,364,20,16,20,534
13,28,13,358,23,16,50,379,20,11,20,496
15,26,10,400,20,12,50,424,22,10,16,450
12,25,12,374,18,11,50,394,25,12,16,403
16,29,17,324,15,16,50,354,20,13,19,453
14,28,19,360,17,13,49,364,22,10,17,466
13,27,16,368,15,12,49,328,19,10,20,495
15,22,14,328,17,10,44,327,23,11,15,472
10,23,14,346,12,10,41,300,20,10,19,519
10,26,10,317,10,10,37,322,16,10,20,503
10,23,10,302,10,12,38,343,11,10,19,530
10,21,13,338,11,16,37,376,10,15,15,552
10,20,11,334,10,18,36,337,10,17,20,591
10,24,13,371,13,15,33,346,10,19,20,582
10,21,14,402,10,19,35,382,15,17,25,553
10,22,19,422,10,15,32,341,19,17,22,562
12,23,14,453,13,13,35,367,19,21,21,557
10,18,14,439,16,15,30,404,22,20,19,588
12,23,14,405,15,14,34,355,24,24,17,583
10,25,13,413,14,10,34,365,29,21,17,613
13,24,10,431,17,10,38,398,30,18,14,597
15,21,10,413,14,10,42,392,30,19,10,613
14,26,10,374,10,13,40,399,30,23,12,616
19,30,15,349,14,18,38,402,30,23,12,649
19,25,16,306,19,18,38,451,29,26,17,684
22,30,14,273,18,21,33,466,30,21,18,649
21,33,10,265,13,24,36,422,30,21,14,677
16,37,13,315,16,19,41,456,30,18,10,658
18,40,16,275,11,21,37,408,26,15,13,677
19,37,21,320,12,16,40,401,22,13,12,722
22,38,22,356,13,21,43,422,22,16,10,692
23,34,22,355,15,25,45,468,22,12,15,713
23,37,22,394,20,20,48,472,17,10,19,711
28,41,19,396,17,15,47,499,16,11,18,715
27,41,16,347,15,16,50,478,20,12,16,672
29,43,20,336,12,16,50,492,21,10,17,651
29,38,16,373,10,13,50,539,20,11,12,651
30,42,11,378,10,17,50,578,20,13,15,666
30,42,10,328,10,15,48,616,18,12,20,617
30,42,10,326,12,18,50,641,14,12,21,654
28,37,10,358,15,22,48,661,18,17,21,625
30,38,10,348,19,24,45,678,18,20,20,608
28,40,10,320,16,22,49,713,21,17,24,616
28,43,10,339,18,27,50,690,22,19,24,593
24,38,10,303,22,26,50,712,25,24,21,543
27,38,12,281,24,27,50,727,30,24,19,567
27,43,10,323,19,25,50,679,30,26,15,535
25,48,13,324,22,23,47,680,26,31,18,570
26,45,14,293,23,26,50,648,24,26,18,563
29,44,13,280,28,28,50,616,23,22,18,600
30,46,15,313,24,33,45,607,19,26,13,564
30,47,13,295,22,28,47,649,23,27,10,588
30,44,10,336,21,30,48,635,24,27,10,585
29,43,13,354,23,35,43,661,27,31,10,624
28,45,16,343,28,37,48,655,24,31,10,639
24,47,20,384,30,35,50,646,28,26,10,680
24,43,25,365,30,36,46,650,23,27,10,694
28,42,20,389,25,33,43,676,25,22,10,690
26,39,17,420,20,33,39,706,23,26,14,651
23,43,14,370,19,35,37,704,22,31,14,619
23,44,18,417,21,31,40,724,20,27,12,669
18,44,13,441,18,31,39,761,20,32,16,649
20,40,14,417,17,36,38,712,17,31,19,696
21,44,18,459,12,38,37,695,15,34,16,682
17,49,17,416,16,40,33,669,15,31,19,675
12,50,18,405,14,35,33,628,11,34,15,705
13,50,19,439,15,31,28,636,12,31,11,740
10,50,24,441,11,27,31,605,14,35,10,779
10,49,21,395,10,28,31,564,16,40,15,818
10,50,16,357,10,32,32,549,16,42,14,793
10,47,19,307,10,36,29,508,16,44,16,804
10,49,20,263,14,40,26,478,17,45,11,813
15,50,15,247,19,43,23,502,18,44,16,791
20,50,15,262,19,41,22,506,16,47,17,784
21,50,19,290,17,37,27,473,17,50,20,790
22,50,17,274,13,35,27,497,22,50,20,790
19,50,13,292,12,31,24,469,23,48,18,840
14,50,12,323,17,31,28,437,25,46,20,815
18,50,10,275,22,31,27,387,30,50,24,799
20,50,15,301,24,31,31,400,30,45,27,819
15,49,15,320,26,33,30,381,30,47,25,775
16,50,17,340,30,30,34,398,27,43,30,823
16,50,20,315,30,30,29,348,30,40,28,776
12,46,21,342,30,33,27,391,29,39,25,730
15,41,16,327,26,35,28,427,30,37,25,713
11,42,20,375,29,35,32,411,25,35,23,746
10,38,16,400,26,31,37,423,22,31,23,769
10,34,18,431,26,33,38,390,18,34,24,769
10,35,23,445,30,38,35,376,17,31,27,814
10,33,20,461,30,42,33,379,15,33,23,774
10,33,15,504,30,39,33,336,18,29,21,816
10,31,18,505,30,36,35,377,14,33,21,830
12,32,13,506,30,35,30,389,10,28,17,838
10,31,10,502,30,38,29,402,10,23,13,806
14,36,10,501,30,36,34,361,12,18,13,828
14,32,10,507,28,40,37,378,10,18,11,784
16,37,12,501,26,45,41,344,10,14,11,783
13,37,17,510,23,40,38,381,15,14,10,766
11,33,17,480,19,38,33,367,17,10,10,808
10,38,17,479,22,37,38,401,13,10,13,799
12,41,17,430,19,42,33,445,14,13,11,818
10,44,14,460,14,38,30,474,17,17,10,836
12,40,17,502,14,41,25,432,18,22,10,837
10,36,12,530,19,45,23,406,20,24,15,797
13,31,16,562,23,40,19,427,21,21,18,807
10,29,15,527,24,38,20,409,16,16,20,814
11,33,12,481,19,34,20,379,17,19,21,827
15,37,10,485,21,35,20,413,13,24,23,845
20,41,10,435,16,34,17,382,15,24,26,833
16,44,11,406,19,38,18,391,14,25,29,854
14,42,10,369,15,42,22,371,17,21,30,874
14,40,10,340,11,41,24,375,19,23,29,884
12,40,15,347,16,38,27,348,18,18,24,883
13,37,11,392,16,43,23,318,20,15,27,910
12,35,16,395,12,41,25,313,22,14,27,929
10,31,11,386,10,43,29,270,26,11,32,898
15,33,10,373,11,41,30,285,30,13,28,867
11,34,10,337,10,42,28,280,30,10,23,855
10,29,10,347,10,41,32,256,28,12,19,899
11,31,12,299,13,39,33,227,24,14,22,918
12,32,10,337,16,40,28,266,26,10,19,960
10,29,10,353,17,43,28,292,23,14,15,959
14,33,11,345,16,38,29,333,23,12,16,938
18,32,15,318,16,33,32,353,25,13,20,949
23,36,10,291,12,28,31,372,23,12,23,953
25,40,12,326,10,23,31,408,24,10,18,990
30,43,13,294,10,28,35,454,22,11,17,999
26,42,15,271,14,25,36,422,22,10,16,999
30,45,12,310,10,22,38,403,21,13,18,999
29,42,12,330,11,26,42,439,23,16,16,994
30,46,10,300,10,29,39,446,28,21,13,999
30,42,15,290,10,24,39,462,29,21,17,980
25,42,17,300,15,21,44,423,30,17,15,931
20,37,16,331,18,16,42,438,30,18,13,932
20,35,19,340,15,13,37,473,30,16,11,889
24,38,21,294,10,10,36,473,26,21,15,849
21,34,17,276,12,11,41,426,30,24,14,840
24,39,15,309,16,14,39,433,28,28,12,872
28,35,12,329,17,12,41,400,24,32,10,912
30,33,10,303,14,10,41,393,22,32,10,949
26,29,10,283,15,10,39,427,21,27,10,931
22,24,10,240,16,11,36,409,20,28,10,900
23,19,10,285,14,10,41,409,19,29,10,945
23,23,10,300,13,10,40,384,17,34,11,956
26,20,12,298,18,14,36,408,19,36,11,987
30,15,14,283,15,19,41,378,16,33,11,954
30,17,16,323,10,17,46,384,19,31,10,954
30,20,15,273,15,13,46,418,16,35,12,916
30,24,19,298,16,10,47,396,11,39,10,949
30,19,24,343,17,11,47,364,16,43,10,941
28,19,22,320,13,12,42,392,12,40,10,964
23,16,18,326,18,13,37,403,11,35,10,963
20,18,17,287,23,10,41,431,14,37,10,999
16,20,20,254,21,10,45,392,18,32,11,949
17,17,17,252,21,14,42,368,14,27,11,981
12,19,12,222,24,10,47,392,16,26,10,973
11,22,16,271,20,10,46,377,13,31,12,999
16,19,15,258,21,15,44,413,17,32,16,992
17,15,11,275,17,12,43,405,17,32,20,980
19,13,11,245,18,11,47,451,13,35,17,940
21,17,12,241,18,13,46,409,17,33,15,951
18,14,13,235,16,12,50,415,16,36,20,927
18,10,18,259,13,10,49,380,20,37,20,964
21,10,15,305,10,10,50,364,21,33,17,999
16,13,10,282,10,10,50,399,26,29,14,969
20,10,12,274,10,11,50,382,30,30,16,995
18,10,13,240,10,10,50,392,30,34,18,999
18,10,10,241,12,13,50,400,30,37,23,999
23,15,10,198,11,15,49,397,30,32,27,952
28,12,14,239,15,11,50,402,26,27,29,998
24,12,18,202,12,16,46,451,27,26,30,999
22,10,16,235,11,17,44,480,22,30,31,976
27,14,14,200,10,21,46,519,23,29,26,999
30,10,10,178,15,18,42,508,27,24,30,999
30,15,12,205,15,17,40,557,30,23,29,999
30,12,10,200,10,20,45,598,30,28,27,999
25,13,14,221,11,16,48,597,25,27,29,991
26,12,13,247,14,21,44,620,27,26,30,999
24,10,10,206,18,17,40,606,29,23,30,982
27,10,11,187,23,13,44,631,30,27,26,982
24,12,10,218,26,11,49,602,28,28,21,980
27,14,15,210,23,13,45,646,30,27,23,932
24,11,17,197,18,18,48,622,30,23,27,949
27,13,14,247,20,19,48,618,30,27,27,949
27,13,17,228,21,17,43,662,25,29,32,908
25,12,18,188,24,19,45,629,24,33,29,906
22,14,15,231,28,22,48,637,29,33,28,893
23,10,11,187,25,24,45,626,30,32,23,843
25,10,15,204,23,19,48,640,30,33,20,886
24,10,15,223,27,14,50,627,30,35,15,901
29,10,12,199,29,13,49,611,29,39,14,864
30,11,10,152,30,16,46,601,30,37,18,899
30,11,10,132,26,13,44,614,27,34,15,916
27,10,12,106,26,10,42,579,30,34,17,873
22,10,17,156,25,10,44,607,30,36,19,831
23,11,20,127,25,11,49,573,28,38,18,845
22,10,21,129,30,10,50,551,27,35,21,882
27,10,16,100,26,10,48,513,24,31,16,848
30,14,16,100,23,12,50,490,25,27,20,838
30,10,12,128,21,14,49,470,26,25,22,877
27,10,14,159,19,16,47,492,29,26,21,896
28,15,10,109,24,18,50,483,30,31,22,889
24,12,10,137,21,13,49,481,29,30,22,938
24,12,13,177,17,12,49,457,30,30,26,922
28,16,10,137,18,11,48,414,27,32,25,936
27,19,10,100,20,10,45,455,26,32,22,946
25,15,10,150,23,10,43,467,26,27,22,920
30,10,10,144,28,10,43,485,22,31,20,936
28,15,11,103,30,11,42,449,22,29,20,897
29,15,10,100,30,13,47,492,26,27,18,868
30,13,10,100,30,11,50,453,21,28,18,857
30,10,13,100,30,10,46,493,16,30,21,832
27,13,14,100,30,11,45,457,16,30,23,810
24,10,16,100,26,10,48,429,16,26,21,842
21,11,12,100,23,13,44,397,18,28,25,832
17,10,10,100,20,16,40,424,15,26,28,881
20,10,13,113,24,20,38,402,16,30,27,906
15,14,15,100,28,19,35,371,11,31,28,912
14,12,10,100,24,15,39,353,14,35,24,939
10,12,11,100,26,19,35,314,10,30,27,960
15,17,13,148,23,16,34,294,10,32,29,999
13,20,17,109,28,14,33,318,10,37,27,958
17,24,14,100,26,19,30,339,10,40,31,941
14,24,16,100,30,15,34,373,10,42,36,952
10,20,21,100,30,12,35,362,10,40,31,962
10,17,23,122,29,10,34,389,10,39,34,965
10,16,18,103,25,10,34,428,10,43,29,960
10,13,18,151,23,10,37,384,10,44,25,999
14,18,17,199,25,10,32,400,14,41,26,999
18,20,15,157,26,11,36,429,13,38,29,999
23,23,12,162,27,16,34,397,10,39,30,993
21,25,12,123,30,21,32,369,15,39,29,965
22,22,15,100,30,18,32,346,20,37,30,920
25,19,13,114,30,17,29,343,19,37,25,887
22,24,18,100,30,17,27,352,22,39,25,890
25,19,17,141,30,12,25,343,25,34,29,919
29,19,13,145,30,10,30,354,25,38,32,878
25,16,12,148,30,13,34,325,20,41,29,908
21,19,13,146,25,12,39,313,16,38,34,882
22,22,10,174,27,16,38,326,18,36,32,892
19,20,10,149,24,11,37,356,20,31,28,880
19,23,12,144,21,14,37,383,25,28,32,841
19,21,17,161,16,14,35,406,27,27,28,888
17,25,15,180,16,11,37,356,30,25,28,873
22,22,10,134,16,11,38,318,27,21,25,905
20,25,12,122,18,11,42,288,27,16,25,933
16,29,17,114,19,14,44,286,30,19,24,913
15,28,22,148,16,15,47,324,30,23,21,885
11,23,19,140,19,16,50,362,28,25,22,892
10,23,23,173,19,16,50,412,25,20,22,889
10,28,26,156,23,11,50,424,20,24,24,847
10,32,22,204,25,10,49,440,16,19,24,891
10,31,24,221,21,10,49,402,21,14,19,847
10,26,20,184,20,10,48,401,18,10,17,892
12,21,23,219,20,11,47,398,21,10,14,938
10,16,20,184,17,10,46,394,22,10,10,914
13,19,17,143,19,10,41,439,19,10,10,940
13,20,22,137,19,10,44,482,19,15,12,987
14,19,27,160,20,14,48,473,23,11,13,999
18,20,28,141,22,12,46,428,18,10,10,960
15,22,28,181,23,10,46,478,17,13,10,999
10,19,29,132,28,10,43,499,21,14,10,966
14,24,29,100,29,10,45,533,22,13,10,951
11,25,26,135,26,10,48,500,24,10,12,915
13,23,27,156,30,10,50,535,19,11,13,935
17,28,27,106,30,10,46,575,16,12,16,942
17,26,27,104,30,10,50,550,11,12,21,912
20,23,32,131,26,15,50,532,12,16,26,923
16,21,34,100,30,10,50,579,16,12,26,905
11,23,36,100,30,13,49,543,21,10,31,892
12,21,35,102,30,17,45,548,19,11,36,905
10,21,34,100,30,14,42,538,16,12,41,864
15,25,29,100,30,13,37,523,18,12,40,839
12,24,24,130,30,10,41,541,19,13,44,793
12,21,21,148,30,10,45,564,17,14,39,801
10,21,17,116,30,14,44,560,19,10,42,834
13,25,17,130,30,17,47,580,20,13,44,824
12,25,20,139,30,15,44,574,23,15,48,841
16,22,25,100,30,15,45,525,26,20,48,831
11,26,30,148,29,18,49,506,23,15,49,795
14,23,34,139,26,19,50,484,23,11,50,768
14,23,35,129,21,23,50,443,18,10,47,814
12,25,36,100,22,25,48,426,22,10,47,846
10,26,40,100,24,22,44,427,21,10,46,874
13,27,44,100,20,27,48,474,17,10,46,920
18,27,48,100,18,27,50,474,13,13,46,912
21,29,45,136,19,23,50,444,16,10,50,900
18,28,50,161,15,18,50,465,21,10,50,897
21,25,50,146,12,13,50,460,21,10,49,867
24,29,49,174,10,17,50,498,24,10,50,824
29,29,50,215,10,22,47,484,21,10,46,854
29,25,50,246,15,17,50,459,21,13,43,897
29,28,50,227,16,15,49,504,21,10,38,892
26,26,46,258,11,14,49,550,20,10,39,919
28,22,49,220,10,15,47,509,24,11,37,952
26,20,49,242,10,10,44,471,20,14,36,985
25,25,50,271,10,14,46,521,17,10,40,974
28,24,47,287,10,10,41,539,17,10,40,962
30,28,49,283,10,10,39,580,17,10,45,973
30,30,45,278,10,14,35,560,21,11,50,999
25,30,48,258,10,13,32,536,16,10,50,954
28,35,49,236,10,11,33,513,17,10,50,905
26,36,50,208,10,10,33,550,22,10,50,871
26,31,50,254,14,10,35,535,19,10,48,894
22,34,50,214,17,12,34,514,21,10,47,929
17,35,50,186,22,10,37,483,18,10,48,958
16,37,46,160,27,10,34,442,18,10,50,941
13,37,45,151,30,10,33,424,16,11,50,906
10,34,48,198,29,10,30,396,21,13,50,927
15,32,44,191,26,15,27,432,26,13,50,910
16,27,40,154,25,12,25,443,30,17,50,928
11,28,36,161,25,10,23,457,30,19,50,964
13,32,37,195,21,10,24,488,30,17,50,979
10,35,33,175,23,14,20,458,30,20,45,979
12,30,35,169,24,17,20,421,30,15,47,969
17,31,31,209,24,16,19,404,30,16,43,927
19,30,30,238,22,15,22,408,30,16,38,944
24,28,35,267,22,17,25,377,30,11,36,993
28,32,35,275,25,14,29,414,30,10,33,963
26,32,38,288,24,17,26,420,30,14,36,939
28,30,43,318,28,12,31,437,30,10,36,915
25,27,46,354,24,16,27,410,26,10,36,955
22,31,44,307,25,12,27,434,30,15,33,997
22,28,41,282,21,16,28,442,30,19,29,963
25,26,36,290,22,12,30,472,30,23,24,969
21,31,41,320,17,10,29,477,30,27,24,992
22,29,41,361,20,13,26,465,30,26,29,999
27,25,37,315,25,15,23,432,30,31,26,999
30,20,38,330,27,19,25,464,30,34,23,951
30,16,41,326,27,18,23,456,29,30,25,963
27,15,39,281,30,20,24,421,29,33,26,948
22,10,40,309,30,24,20,385,26,30,23,967
20,13,40,296,30,24,15,418,22,31,20,932
17,10,40,273,30,23,10,379,23,33,24,969
17,10,45,298,28,26,10,336,26,36,23,976
12,11,40,254,30,25,14,299,23,36,18,991
15,10,43,295,30,29,10,346,24,31,19,959
12,10,44,249,30,24,10,394,19,32,20,920
17,13,42,260,30,25,10,442,19,37,20,928
17,10,43,265,26,23,12,459,24,32,21,952
22,10,39,298,22,19,15,439,19,35,17,976
26,10,34,326,21,24,16,398,24,33,16,999
28,11,31,351,16,25,12,373,25,28,20,999
25,13,30,329,11,30,10,374,20,32,21,952
20,15,33,296,12,26,11,413,23,30,18,991
22,15,33,254,10,22,10,433,21,25,19,999
24,14,33,221,10,26,10,419,24,24,16,990
19,11,32,228,15,28,10,394,21,24,20,999
21,14,35,244,18,33,10,430,16,25,18,968
20,12,33,217,19,28,10,398,20,30,19,977
22,10,34,212,17,28,10,428,16,33,17,996
19,10,34,232,19,26,10,402,18,33,18,999
15,13,38,230,20,27,10,434,18,36,13,999
12,16,38,213,23,26,10,393,15,34,10,976
12,20,34,203,23,25,10,410,18,30,10,971
11,21,31,234,24,21,15,445,18,35,10,958
16,26,30,223,23,25,15,395,14,34,11,952
13,30,28,262,23,30,12,394,10,29,14,961
10,35,32,247,21,30,10,402,10,27,14,914
10,35,31,199,19,33,10,375,12,24,15,891
10,31,27,206,18,28,10,374,10,23,14,864
12,34,26,159,23,23,15,379,10,18,10,905
17,34,26,145,18,19,12,391,10,22,15,867
17,30,27,134,13,18,17,435,10,18,12,847
20,32,23,142,10,14,14,483,15,14,10,820
15,31,23,100,13,15,12,496,20,12,10,774
18,27,20,111,14,11,12,513,17,16,15,811
16,30,24,124,18,10,11,553,12,20,19,806
19,28,25,142,13,10,10,544,14,20,17,782
20,26,27,102,12,15,10,540,10,23,16,809
17,27,29,100,10,17,10,572,10,24,21,769
17,23,30,100,10,13,11,594,15,24,18,738
21,25,26,100,14,10,10,637,10,23,19,778
18,25,27,100,10,10,10,649,13,22,16,760
13,22,25,100,10,14,10,603,17,20,11,710
14,23,29,100,10,10,10,635,14,22,15,738
10,28,30,117,10,15,10,604,10,18,14,771
14,25,30,164,10,11,10,620,11,20,12,817
18,30,35,185,10,10,14,626,14,25,10,781
23,34,39,173,10,10,16,577,15,27,10,782
28,38,42,170,12,10,17,532,10,29,10,747
24,39,41,179,11,11,14,582,15,28,12,748
27,44,46,142,10,11,16,571,14,32,10,725
30,41,49,121,10,10,20,558,16,34,10,755
30,38,44,100,10,10,25,546,18,32,10,761
29,36,46,128,13,13,27,587,14,28,10,768
28,32,50,127,12,15,29,588,15,33,12,776
23,30,50,106,15,15,34,565,19,33,13,773
23,33,48,100,18,11,33,579,24,36,10,808
26,30,49,127,22,10,32,594,27,34,10,836
29,35,50,100,23,10,28,611,27,29,11,885
30,40,50,134,22,10,30,609,24,33,14,935
30,39,49,150,26,11,31,602,29,31,12,962
29,34,47,184,26,16,32,632,30,30,11,956
24,29,47,203,21,17,31,588,30,34,10,988
29,24,50,240,19,22,31,549,30,31,10,999
30,27,50,262,14,20,33,519,28,35,12,995
25,27,47,262,10,15,28,510,25,31,11,999
23,31,44,283,10,17,27,508,23,28,10,957
18,26,46,321,10,22,28,557,23,24,10,987
19,30,49,334,15,24,29,516,18,22,11,999
16,32,50,305,13,23,30,506,22,27,10,999
18,31,50,273,10,25,29,469,26,23,10,999
23,33,50,279,10,23,25,504,21,27,10,999
19,31,50,262,10,20,25,523,17,22,10,972
23,33,50,309,14,23,23,522,18,27,10,998
19,34,45,301,13,20,26,530,20,28,14,999
14,32,40,335,13,25,30,564,20,24,17,971
18,29,40,374,13,23,34,608,15,25,14,999
21,30,44,413,10,27,30,587,17,27,16,999
25,28,48,432,10,24,30,609,20,26,15,968
27,32,50,446,15,29,25,575,19,21,13,926
25,34,45,462,19,34,22,559,14,26,15,912
29,33,47,432,19,29,26,590,15,31,13,863
28,35,48,414,17,28,21,604,17,30,10,883
30,37,44,398,18,31,21,567,22,31,11,854
30,35,48,403,13,30,26,519,26,32,15,823
30,33,45,428,15,27,21,511,25,27,11,862
25,29,45,410,17,30,24,463,28,25,10,859
22,34,43,402,13,29,29,479,30,23,11,818
26,39,46,384,16,34,26,488,30,24,10,817
22,34,47,377,12,39,23,455,30,26,15,842
19,32,44,381,15,37,27,478,27,31,13,846
18,29,42,332,18,33,24,465,26,28,10,838
20,26,45,291,19,34,21,466,29,24,15,846
15,27,49,247,20,30,24,508,30,26,16,895
20,27,50,255,17,31,26,500,25,31,21,849
18,22,45,256,18,30,29,539,23,35,22,853
14,23,47,215,19,34,27,494,26,30,18,807
10,22,48,236,15,39,22,523,28,33,20,854
13,19,49,232,15,38,20,555,28,37,15,851
11,14,50,276,17,41,24,550,30,32,15,806
10,11,46,238,18,40,22,565,25,30,18,846
10,10,46,280,19,41,18,574,25,30,17,822
11,15,46,283,20,40,20,576,28,27,21,855
10,17,49,331,20,40,16,543,30,30,19,830
11,17,44,336,21,44,21,507,26,32,24,827
14,20,44,364,23,47,22,528,30,37,23,839
17,17,44,401,26,45,27,530,30,40,18,850
18,22,39,406,25,45,32,572,30,42,15,810
16,19,39,402,29,44,36,559,27,47,11,788
21,15,38,444,27,44,32,579,29,47,15,744
26,12,33,449,30,41,32,581,28,42,20,791
22,10,33,462,25,39,30,587,28,41,17,751
21,14,30,483,29,43,30,615,26,45,13,784
17,11,31,453,29,39,25,618,22,41,10,758
20,10,26,405,30,38,30,578,20,38,13,775
23,10,29,441,30,43,32,625,23,36,13,808
22,10,27,459,30,42,30,594,23,37,10,770
17,10,26,505,30,45,35,563,24,38,10,758
14,13,30,540,30,49,36,515,23,36,13,744
11,10,34,582,30,50,31,536,26,35,10,788
12,10,32,591,30,50,26,547,21,33,12,784
16,10,27,590,29,45,28,548,22,34,10,739
17,10,28,560,26,42,27,542,21,35,10,707
14,14,29,542,30,42,23,580,22,34,10,732
17,16,32,575,30,41,22,564,21,38,14,686
21,17,31,612,28,42,27,558,25,35,17,665
24,15,34,572,24,47,29,522,25,37,13,688
24,11,34,565,28,50,29,572,24,33,10,659
25,14,29,526,29,50,32,610,25,30,14,672
26,18,31,512,28,47,37,614,23,33,15,641
30,20,30,554,27,46,41,598,27,31,15,609
26,21,35,551,28,48,37,555,23,36,13,636
22,22,38,564,25,43,32,565,28,39,18,661
22,19,38,550,25,42,35,591,30,35,14,677
20,18,33,508,20,37,32,612,30,30,19,634
22,22,29,526,16,32,30,625,30,33,14,677
26,18,27,554,17,36,31,658,30,37,18,713
26,22,31,551,17,32,28,637,25,39,21,677
30,17,33,507,12,30,24,634,23,35,24,721
28,14,34,459,15,31,19,604,19,38,21,729
24,18,32,460,20,35,20,618,22,39,23,692
22,20,37,467,16,34,23,607,25,43,22,717
19,17,40,419,20,32,19,640,29,47,20,667
17,13,45,424,18,35,14,648,28,50,18,672
20,10,41,473,19,39,10,625,25,47,18,681
18,15,37,505,19,40,10,630,23,49,15,679
14,10,37,506,23,44,10,666,25,50,18,700
16,10,41,533,23,43,15,621,30,50,17,664
21,10,40,510,28,40,13,610,30,45,20,624
22,13,39,461,26,38,14,596,30,49,20,607
19,14,43,414,22,43,14,637,27,49,15,557
22,19,48,376,21,47,13,659,26,46,16,565
21,17,48,354,26,45,10,610,27,43,12,547
20,13,46,320,30,46,11,612,22,46,10,525
24,10,45,313,28,48,11,614,18,50,10,524
22,10,47,344,30,50,12,591,13,50,15,558
21,10,45,305,25,47,13,592,16,50,11,551
16,10,46,275,26,43,10,549,20,45,16,594
20,10,50,236,30,43,10,528,22,44,11,590
17,12,50,254,30,38,10,559,23,39,15,548
22,10,48,262,27,41,10,598,19,44,13,544
21,10,47,220,29,40,10,572,22,47,13,573
18,15,44,232,24,40,15,552,17,42,11,584
23,10,44,247,24,36,19,572,14,47,10,569
19,13,46,226,23,35,24,601,19,44,12,592
16,10,43,244,27,38,22,616,21,45,16,560
11,12,39,230,26,43,21,584,18,41,19,602
16,10,35,239,28,43,21,627,19,38,15,652
16,12,34,271,30,38,21,588,24,38,17,647
19,11,37,318,30,33,19,605,26,34,17,610
21,13,35,302,28,37,14,652,23,39,21,573
18,18,31,259,30,39,16,626,24,36,22,591
16,22,33,294,30,36,20,662,24,31,24,593
21,27,35,297,30,40,16,689,26,30,22,592
20,23,34,337,28,37,17,679,21,25,22,627
18,22,30,346,30,32,22,644,24,20,25,667
15,17,35,360,30,34,18,625,23,24,30,641
20,15,33,338,25,38,18,610,23,22,32,665
20,13,29,321,21,43,14,618,21,21,30,672
21,10,28,322,22,41,10,616,16,25,35,713
18,11,23,350,25,38,10,629,15,24,38,689
13,12,20,369,28,35,12,664,16,29,33,737
10,10,24,353,28,32,15,670,20,27,29,761
10,10,28,379,27,29,17,717,21,30,31,737
10,11,30,421,26,32,15,754,17,28,36,736
10,16,25,422,21,28,16,747,15,23,33,767
13,19,21,426,25,26,12,727,15,28,28,732
13,19,19,394,23,23,10,765,16,33,27,766
14,24,19,353,19,24,10,715,19,34,32,806
14,21,22,354,19,25,10,709,19,34,31,796
17,19,23,371,14,22,10,659,20,38,31,776
22,16,19,359,10,23,11,673,20,38,28,741
18,13,24,310,15,21,12,720,23,42,31,775
16,14,25,355,11,25,14,671,23,47,32,786
17,12,23,350,16,26,18,643,25,50,37,821
19,10,26,347,16,30,17,638,24,50,34,792
15,10,27,360,14,34,18,628,29,48,39,770
10,10,26,327,11,36,17,662,29,46,35,816
14,13,30,372,10,32,21,647,30,50,35,810
16,10,30,417,10,34,16,629,29,50,36,845
14,10,29,399,10,34,17,594,30,50,31,873
12,11,25,411,12,38,14,596,30,50,26,847
10,10,22,409,10,41,13,577,30,48,28,871
13,11,22,372,13,41,16,599,27,50,23,843
14,11,23,361,10,38,15,637,29,48,24,846
19,15,26,379,10,41,12,648,28,48,20,875
20,13,29,359,14,45,10,635,30,45,24,923
21,12,30,382,10,40,10,592,30,47,20,968
17,10,27,338,13,40,10,547,28,43,22,949
20,10,30,319,14,40,15,502,27,40,19,981
25,10,33,318,10,38,10,489,26,42,20,964
21,10,36,309,10,42,12,479,24,47,18,958
26,15,35,292,15,44,11,486,23,42,17,942
30,11,38,324,15,48,10,508,27,46,16,959
30,12,37,306,19,50,10,460,30,41,15,959
30,10,39,287,21,49,10,470,25,46,17,999
26,10,35,273,25,50,10,481,28,47,13,999
23,10,31,258,25,50,10,454,30,43,11,999
20,10,33,216,25,48,14,480,27,45,10,964
16,15,30,186,22,50,10,477,27,43,10,950
20,10,28,161,26,48,10,451,26,44,14,999
16,13,25,170,30,43,10,496,29,47,17,999
20,14,25,141,25,40,15,480,26,42,21,973
24,15,26,135,22,37,10,449,29,39,21,967
23,19,21,148,19,37,10,494,24,44,23,999
26,18,18,182,16,34,12,455,21,40,18,979
27,15,21,173,12,32,10,406,20,45,13,937
25,16,26,215,14,28,14,420,22,44,11,939
24,14,31,261,15,25,14,403,20,44,12,907
29,16,34,212,13,20,12,382,22,44,13,949
29,13,34,262,14,20,10,352,23,46,14,974
24,14,35,229,15,24,10,359,24,42,10,981
21,18,33,263,12,23,10,373,24,38,10,999
16,16,33,224,16,24,10,395,28,36,13,964
11,19,29,241,19,24,10,409,30,36,18,952
12,17,34,272,21,27,13,374,30,38,15,960
17,13,35,269,17,22,12,361,29,34,12,914
18,10,36,239,16,25,17,408,30,39,10,885
21,12,39,274,13,27,16,361,30,41,10,906
26,17,37,238,17,29,17,324,30,43,10,876
23,15,34,224,20,24,16,342,30,38,10,869
23,17,33,213,24,23,17,310,28,40,14,912
18,13,35,263,20,23,19,278,29,43,11,928
19,13,39,293,18,18,22,286,26,41,10,890
17,14,44,260,18,13,24,252,26,41,13,893
21,16,43,226,19,12,24,256,26,45,10,909
23,11,44,260,17,12,26,290,30,47,14,882
